,Player,ID,Team,Opponent,Round,Kicks,Marks,Hand.Balls,Disp,Goals,Behinds,Hit.Outs,Tackles,Rebounds,Inside.50,Clearances,Clangers,Frees.For,Frees.Against,Brownlow,Uncontested.Possessions,Contested.Possessions,Contested.Marks,Marks.Inside.50,One.Percenters,Bounces,Goal.Assists,X..Time.Played
8289,Andrew Swallow,4176,NM,SK,22,9,3,11,20,0,0,0,7,3,2,5,4,0,1,0,12,8,1,0,2,0,0,81
8290,Robbie Tarrant,11859,NM,SK,22,14,4,6,20,0,0,0,1,7,2,0,4,0,2,0,7,9,1,0,4,0,0,92
8291,Scott Thompson,11636,NM,SK,22,7,6,11,18,0,0,0,3,2,1,0,3,0,1,0,9,7,2,0,9,0,0,93
8292,Kayne Turner,12304,NM,SK,22,5,1,13,18,0,0,0,5,1,1,0,1,2,0,0,5,14,0,0,2,0,1,86
8293,Jack Ziebell,11724,NM,SK,22,7,2,7,14,1,0,0,3,0,2,0,3,2,0,0,7,7,0,1,0,0,0,90
8294,Cameron Zurhaar,12557,NM,SK,22,6,3,1,7,0,1,0,4,0,3,0,0,1,0,0,2,5,0,1,1,0,1,77
8295,Blake Acres,12276,SK,NM,22,13,4,17,30,1,1,0,3,1,4,0,1,1,0,0,6,24,1,1,1,3,2,77
8296,Jack Billings,12249,SK,NM,22,8,8,17,25,1,2,0,3,0,6,1,0,0,0,0,6,19,0,1,0,0,2,92
8297,Nathan Brown,11627,SK,NM,22,0,1,6,6,0,0,0,1,1,0,0,1,0,1,0,3,3,0,0,7,0,0,90
8298,Josh Bruce,12065,SK,NM,22,9,8,4,13,3,3,1,1,0,1,0,3,1,0,0,5,8,2,6,4,0,0,89
8299,Jake Carlisle,11871,SK,NM,22,9,6,3,12,0,0,0,2,2,1,0,2,0,1,0,3,9,0,0,2,0,0,97
8300,Luke Dunstan,12247,SK,NM,22,15,4,17,32,0,2,0,6,1,2,6,2,1,0,1,11,21,0,2,1,0,3,72
8301,Jarryn Geary,11630,SK,NM,22,8,5,9,17,0,0,0,7,0,2,0,0,0,0,0,6,10,2,0,0,0,0,91
8302,Sam Gilbert,4178,SK,NM,22,4,4,4,8,0,0,0,2,2,1,0,1,0,1,0,3,6,0,0,1,0,0,60
8303,Jade Gresham,12415,SK,NM,22,10,3,6,16,3,1,0,1,1,4,4,1,0,0,0,6,9,0,0,0,4,1,88
8304,Billy Longer,12051,SK,NM,22,2,1,4,6,0,1,33,3,0,0,4,0,1,0,0,4,2,0,0,6,0,0,83
8305,Tim Membrey,12300,SK,NM,22,11,8,3,14,3,0,0,0,0,3,0,2,0,0,0,4,10,1,1,3,0,1,84
8306,Jack Newnes,12050,SK,NM,22,10,8,15,25,0,1,0,3,2,6,1,2,0,2,0,4,21,0,0,1,2,0,90
8307,Nick Riewoldt,981,SK,NM,22,9,8,6,15,2,0,0,2,1,3,1,3,3,0,0,5,10,1,2,0,0,0,87
8308,Dylan Roberton,11839,SK,NM,22,10,5,9,19,0,0,0,3,2,2,0,2,0,1,0,6,12,0,0,2,1,0,90
8309,Sebastian Ross,12132,SK,NM,22,12,2,24,36,0,1,0,4,4,6,7,3,0,0,2,11,25,0,0,1,1,1,74
8310,Shane Savage,11793,SK,NM,22,15,4,4,19,2,0,0,1,2,4,0,3,0,0,0,3,17,0,1,2,0,0,82
8311,Jack Sinclair,12325,SK,NM,22,10,3,13,23,1,0,0,5,0,5,2,2,0,1,0,7,14,0,0,3,1,1,86
8312,Jack Steele,12368,SK,NM,22,8,3,14,22,1,0,0,11,1,1,4,1,2,1,0,8,14,0,1,0,0,0,78
8313,Jack Steven,11791,SK,NM,22,14,1,26,40,0,1,0,5,1,5,11,1,2,1,3,15,28,0,0,2,0,3,80
8314,Koby Stevens,11852,SK,NM,22,6,7,18,24,0,0,0,3,2,1,2,3,0,2,0,6,21,0,0,0,0,0,73
8315,Jimmy Webster,12188,SK,NM,22,11,2,7,18,0,0,0,1,6,2,1,2,0,0,0,3,15,0,0,2,0,0,72
8316,Maverick Weller,11922,SK,NM,22,7,3,5,12,1,0,0,3,0,2,1,2,1,1,0,7,6,0,0,0,0,1,66
8317,Kaiden Brand,12435,HW,WB,23,9,6,7,16,0,0,0,3,1,1,0,1,1,0,0,2,13,0,0,7,0,0,98
8318,Luke Breust,11954,HW,WB,23,6,3,9,15,0,1,0,0,0,3,1,4,0,0,0,5,10,0,1,0,0,0,77
8319,Shaun Burgoyne,1126,HW,WB,23,6,4,15,21,1,0,0,2,0,1,5,0,1,0,0,8,13,0,2,1,0,1,82
8320,Taylor Duryea,12163,HW,WB,23,9,6,8,17,0,0,0,3,1,1,1,1,0,0,0,3,15,0,2,0,0,1,77
8321,Conor Glass,12561,HW,WB,23,8,3,6,14,0,0,0,1,2,0,2,3,0,2,0,4,10,0,0,0,0,0,70
8322,Jack Gunston,11845,HW,WB,23,18,8,8,26,0,0,0,3,5,2,0,2,0,0,0,4,21,0,0,1,0,0,86
8323,Blake Hardwick,12469,HW,WB,23,12,4,8,20,0,0,0,3,2,1,0,2,1,2,0,2,18,0,0,3,0,0,88
8324,Billy Hartung,12274,HW,WB,23,11,3,12,23,0,1,0,0,2,1,1,0,0,0,0,4,20,0,0,2,0,1,86
8325,Luke Hodge,1134,HW,WB,23,9,3,5,14,0,0,0,1,2,1,0,2,0,1,0,2,12,0,0,3,0,0,89
8326,Daniel Howe,12360,HW,WB,23,6,3,6,12,0,0,0,4,3,0,2,0,0,0,0,3,9,0,0,0,0,0,70
8327,Will Langford,12214,HW,WB,23,9,4,6,15,0,0,0,2,0,3,5,3,1,1,0,6,9,0,1,0,0,1,80
8328,Ben McEvoy,11682,HW,WB,23,7,5,10,17,0,0,29,9,0,2,5,1,4,1,0,10,9,2,0,5,0,1,81
8329,Tom Mitchell,12196,HW,WB,23,13,7,19,32,0,0,0,6,3,3,4,2,1,1,0,12,20,0,0,1,0,0,91
8330,Harry Morrison,12579,HW,WB,23,10,6,11,21,0,1,0,1,1,3,2,2,0,0,0,4,18,0,1,2,0,2,67
8331,Tim OBrien,12242,HW,WB,23,14,10,4,18,1,0,2,0,1,2,2,1,2,0,0,6,12,2,1,5,0,0,82
8332,Jaeger OMeara,12141,HW,WB,23,7,0,18,25,0,0,0,11,1,1,5,0,0,0,1,12,10,0,0,0,0,0,71
8333,Paul Puopolo,11942,HW,WB,23,11,3,8,19,3,0,0,6,1,4,1,0,2,0,0,10,10,1,1,1,0,2,84
8334,Jarryd Roughead,4078,HW,WB,23,11,10,8,19,5,2,0,6,0,1,0,1,0,1,3,5,14,3,7,3,0,0,92
8335,Ryan Schoenmakers,11720,HW,WB,23,7,5,4,11,1,0,2,0,1,4,1,1,1,0,0,6,5,1,1,1,0,0,73
8336,Liam Shiels,11760,HW,WB,23,12,5,10,22,0,1,0,8,1,1,6,3,1,0,0,8,14,0,0,0,0,0,77
8337,James Sicily,12332,HW,WB,23,20,12,11,31,1,0,0,0,4,1,1,3,0,0,0,6,24,1,0,4,0,0,90
8338,Isaac Smith,11941,HW,WB,23,14,5,7,21,3,0,0,4,1,4,2,1,0,1,0,4,17,0,0,1,0,0,89
8339,Shane Biggs,12228,WB,HW,23,8,5,8,16,0,0,0,0,3,0,0,1,0,0,0,4,12,0,0,4,0,0,90
8340,Marcus Bontempelli,12269,WB,HW,23,12,5,9,21,0,0,0,4,0,4,3,4,1,0,0,8,15,0,1,4,0,1,80
8341,Matthew Boyd,1450,WB,HW,23,21,12,12,33,1,0,0,1,3,2,1,2,0,0,0,6,28,2,1,4,0,1,85
8342,Tom Campbell,12097,WB,HW,23,1,2,2,3,1,0,25,3,0,0,2,2,0,2,0,4,1,1,1,2,0,0,58
8343,Zaine Cordy,12392,WB,HW,23,7,7,6,13,0,0,0,0,3,0,1,0,1,0,0,6,7,3,0,3,1,0,97
8344,Luke Dahlhaus,11974,WB,HW,23,7,3,12,19,1,1,0,1,0,3,3,2,1,0,0,7,12,0,1,0,1,1,84
8345,Bailey Dale,12354,WB,HW,23,7,3,7,14,2,0,0,2,2,3,1,3,1,1,0,3,12,0,0,1,0,0,89
8346,Caleb Daniel,12373,WB,HW,23,5,2,12,17,0,0,0,0,0,2,0,1,0,1,0,3,15,0,0,0,0,3,81
8347,Josh Dunkley,12408,WB,HW,23,8,4,8,16,0,0,0,5,0,2,2,3,0,1,0,8,9,0,0,2,1,0,86
8348,Lachie Hunter,12203,WB,HW,23,10,3,5,15,2,1,0,1,1,3,3,4,0,1,0,7,7,1,2,0,3,0,83
8349,Jason Johannisen,12122,WB,HW,23,9,4,6,15,0,0,0,1,0,4,0,2,0,0,0,5,11,1,0,0,1,0,85
8350,Tom Liberatore,11898,WB,HW,23,10,5,13,23,1,0,0,2,2,5,1,2,0,1,0,12,11,0,3,0,0,1,83
8351,Patrick Lipinski,12578,WB,HW,23,6,4,12,18,0,3,0,1,0,1,0,1,0,0,0,4,14,0,1,1,0,0,81
8352,Jack Macrae,12166,WB,HW,23,12,3,21,33,0,0,0,7,1,6,5,1,1,0,2,15,18,0,0,0,0,0,89
8353,Toby McLean,12363,WB,HW,23,10,4,16,26,1,1,0,6,0,4,0,1,1,0,0,5,21,0,0,0,0,0,78
8354,Dale Morris,4084,WB,HW,23,1,4,10,11,0,0,0,1,0,0,0,1,0,0,0,3,9,0,0,11,0,0,97
8355,Robert Murphy,468,WB,HW,23,10,4,5,15,1,0,0,1,1,4,1,1,1,0,0,6,9,1,2,1,3,2,77
8356,Liam Picken,11731,WB,HW,23,8,4,8,16,3,2,0,4,0,3,0,4,1,1,0,8,8,0,2,1,0,0,80
8357,Jordan Roughead,11833,WB,HW,23,5,3,5,10,0,0,29,0,0,1,0,5,2,4,0,5,4,1,0,3,0,0,71
8358,Matt Suckling,11718,WB,HW,23,13,4,4,17,0,0,0,1,3,0,0,1,0,0,0,2,16,1,0,0,0,1,77
8359,Bailey Williams,12441,WB,HW,23,7,3,7,14,0,1,0,4,3,3,0,3,0,1,0,3,9,0,0,2,0,0,68
8360,Lewis Young,12559,WB,HW,23,3,2,5,8,0,0,0,1,0,0,0,2,0,2,0,1,8,0,0,1,0,0,82
8361,Angus Brayshaw,12322,ME,CW,23,13,8,7,20,0,0,0,3,1,0,2,5,0,1,0,5,15,0,0,2,0,0,74
8362,Jeff Garlett,11711,ME,CW,23,11,4,7,18,2,2,0,5,0,4,2,1,1,0,0,6,12,1,2,0,0,3,84
8363,Max Gawn,11966,ME,CW,23,5,3,3,8,0,1,35,1,0,2,1,2,0,0,0,4,4,2,1,5,0,0,87
8364,Mitch Hannan,12492,ME,CW,23,5,1,5,10,1,0,0,2,0,4,1,2,1,0,0,3,7,0,0,0,0,1,75
8365,James Harmes,12379,ME,CW,23,3,0,7,10,0,0,0,3,0,0,0,1,0,0,0,5,5,0,0,2,0,0,80
8366,Michael Hibberd,11938,ME,CW,23,15,7,7,22,0,0,0,0,7,2,1,6,2,1,0,7,15,1,0,5,0,0,86
8367,Jesse Hogan,12321,ME,CW,23,2,1,1,3,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,32
8368,Jayden Hunt,4729,ME,CW,23,13,2,9,22,0,0,0,5,3,4,1,5,0,1,0,7,15,0,0,3,6,1,88
8369,Neville Jetta,11723,ME,CW,23,8,3,11,19,0,0,0,3,2,0,0,3,1,0,0,6,12,0,0,5,1,0,92
8370,Nathan Jones,2447,ME,CW,23,14,3,15,29,0,0,0,5,1,9,6,4,0,0,0,12,16,0,0,0,0,0,86
8371,Jordan Lewis,4077,ME,CW,23,10,6,17,27,0,1,0,2,0,3,3,2,0,0,0,6,21,1,0,4,0,1,95
8372,Oscar McDonald,12394,ME,CW,23,6,4,14,20,0,0,0,0,1,0,0,3,1,2,0,10,11,0,0,6,0,0,91
8373,Tom McDonald,12009,ME,CW,23,5,7,7,12,0,0,0,1,1,1,0,6,0,4,0,4,10,1,1,6,0,0,95
8374,Jake Melksham,11820,ME,CW,23,7,4,6,13,3,0,0,2,0,2,0,3,2,0,0,4,10,0,2,1,1,1,81
8375,Alex Neal-Bullen,12367,ME,CW,23,13,8,4,17,2,1,0,5,0,2,0,4,0,0,0,3,14,1,3,1,0,0,91
8376,Clayton Oliver,12410,ME,CW,23,8,7,22,30,0,0,0,3,2,5,4,2,0,0,0,12,19,0,0,2,0,0,76
8377,Cameron Pedersen,11903,ME,CW,23,5,2,6,11,1,0,2,0,0,4,1,5,1,3,0,5,8,0,1,2,0,2,82
8378,Christian Petracca,12430,ME,CW,23,13,3,10,23,2,1,0,2,0,3,5,3,1,1,0,11,13,1,1,2,1,0,71
8379,Christian Salem,12272,ME,CW,23,14,8,10,24,0,0,0,3,4,0,2,1,1,0,0,4,20,1,0,2,0,0,82
8380,Dom Tyson,12032,ME,CW,23,12,3,12,24,0,1,0,1,2,6,3,4,0,0,0,7,18,0,1,2,1,1,81
8381,Bernie Vince,4151,ME,CW,23,19,6,10,29,0,1,0,2,3,2,0,6,1,2,0,6,23,0,1,1,0,1,83
8382,Jack Watts,11765,ME,CW,23,10,9,8,18,1,0,0,2,2,2,0,1,0,1,0,5,13,0,1,2,0,0,87
8383,Taylor Adams,12066,CW,ME,23,10,4,18,28,1,0,0,4,3,2,2,5,0,1,2,9,17,0,0,2,1,0,89
8384,James Aish,12250,CW,ME,23,12,5,7,19,0,0,0,3,2,1,1,2,1,1,0,6,14,0,0,2,0,0,77
8385,Tim Broomhead,12284,CW,ME,23,13,6,6,19,1,0,0,2,1,2,0,4,1,0,0,5,14,0,0,0,0,0,81
8386,Callum Brown,12545,CW,ME,23,5,1,14,19,0,1,0,1,0,1,3,2,0,0,0,9,10,0,0,0,3,0,76
8387,Mason Cox,12428,CW,ME,23,6,5,4,10,2,1,12,1,1,0,0,2,0,0,0,6,3,2,4,3,0,1,74
8388,Jack Crisp,12061,CW,ME,23,12,7,6,18,0,0,0,6,3,4,3,0,0,0,0,3,16,0,0,5,0,0,95
8389,Josh Daicos,12573,CW,ME,23,6,2,6,12,1,1,0,2,0,0,0,3,1,1,0,3,9,0,2,0,0,0,69
8390,Lynden Dunn,4166,CW,ME,23,9,3,3,12,0,0,0,1,4,0,1,4,0,2,0,4,6,0,0,8,0,0,92
8391,Jamie Elliott,12083,CW,ME,23,17,10,3,20,3,1,0,1,0,4,1,4,0,1,1,7,13,2,2,1,0,0,80
8392,Tyson Goldsack,11568,CW,ME,23,8,4,2,10,0,1,0,4,0,2,0,1,2,0,0,3,7,0,1,3,5,0,84
8393,Brodie Grundy,12217,CW,ME,23,13,8,7,20,1,2,12,1,1,5,2,3,2,1,0,10,10,2,3,2,0,0,87
8394,Will Hoskin-Elliott,12026,CW,ME,23,18,12,2,20,2,0,0,3,2,6,2,1,0,0,3,4,17,1,0,2,0,0,82
8395,Jeremy Howe,11967,CW,ME,23,12,11,8,20,0,0,0,0,5,0,0,2,1,1,0,6,13,2,0,3,0,0,87
8396,Kayle Kirby,12577,CW,ME,23,3,2,1,4,0,1,0,5,0,0,0,1,0,1,0,2,2,0,2,1,0,0,69
8397,Tom Langdon,12233,CW,ME,23,10,6,7,17,0,0,0,4,3,2,0,5,0,1,0,7,12,0,0,4,0,0,91
8398,Brayden Maynard,12371,CW,ME,23,14,5,9,23,0,1,0,5,2,6,5,3,1,0,0,13,11,1,1,4,1,1,90
8399,Darcy Moore,12372,CW,ME,23,9,10,6,15,0,0,0,2,0,4,1,0,0,0,0,3,12,1,0,1,0,2,84
8400,Tom Phillips,12452,CW,ME,23,18,7,5,23,2,1,0,4,2,3,2,2,1,0,0,6,16,0,0,0,0,0,80
8401,Matt Scharenberg,12384,CW,ME,23,10,3,6,16,0,0,0,1,7,1,2,6,2,2,0,6,9,1,0,1,0,1,73
8402,Steele Sidebottom,11751,CW,ME,23,13,4,10,23,1,0,0,6,1,3,7,4,1,0,0,11,10,0,1,0,2,1,78
8403,Josh Thomas,12144,CW,ME,23,5,1,9,14,0,0,0,6,1,0,1,1,2,0,0,6,8,0,0,0,0,1,80
8404,Adam Treloar,12054,CW,ME,23,8,2,15,23,0,0,0,8,0,2,1,3,1,0,0,8,15,0,0,1,1,0,85
8405,Jed Anderson,12154,NM,BL,23,11,3,2,13,1,2,0,7,0,0,3,2,0,0,0,7,6,0,1,2,0,1,80
8406,Shaun Atley,11902,NM,BL,23,12,5,4,16,0,1,0,2,1,5,0,2,0,1,0,5,11,0,1,0,1,2,89
8407,Ben Brown,12289,NM,BL,23,13,9,1,14,7,2,0,0,0,3,1,3,1,0,3,7,7,3,5,3,0,0,97
8408,Ryan Clarke,12461,NM,BL,23,16,9,11,27,0,1,0,2,2,1,0,2,1,1,0,5,21,0,0,1,1,2,87
